ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
271,6.6,white,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5
272,7.5,red,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5
273,7.0,white,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,7
274,8.2,red,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5
275,6.5,white,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,3.18,0.41,12.3,6
276,7.6,white,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6
277,6.3,white,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,6
278,7.2,white,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7
279,7.6,white,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,5
280,7.0,white,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,7
281,7.3,white,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6
282,4.9,white,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,3.47,0.46,10.4666666666667,5
283,6.1,white,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5
284,6.9,white,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8
285,5.2,white,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,7
286,7.1,white,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6
287,6.4,white,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6
288,6.9,white,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8
289,6.7,white,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,6
290,8.9,red,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5
291,7.7,white,0.3,0.34,1.2,0.048,4.0,119.0,0.99084,3.18,0.34,12.1,6
292,6.2,white,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5
293,5.6,white,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,6
294,7.0,white,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,6
295,7.6,white,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1,6
296,7.4,white,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44,9.1,5
297,6.8,white,0.32,0.23,3.3,0.026,31.0,99.0,0.9896,3.1,0.4,12.4,6
298,6.5,white,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8
299,6.2,white,0.21,0.28,5.7,0.028,45.0,121.0,0.99168,3.21,1.08,12.15,7
300,6.0,white,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6
301,6.7,white,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9,6
302,6.0,white,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,3.32,0.58,10.15,7
303,6.2,white,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,8
304,7.0,white,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5
305,7.3,white,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,6
306,5.3,white,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6
307,6.8,white,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6
308,6.8,white,0.475,0.33,3.95,0.047,16.0,81.0,0.98988,3.23,0.53,13.4,7
309,6.5,white,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,3.14,0.5,9.6,5
310,7.7,red,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6
311,9.0,red,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5
312,7.5,red,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6
313,6.9,white,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,4
314,5.9,white,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6
315,6.7,white,0.15,0.38,1.7,0.037,20.0,84.0,0.99046,3.09,0.53,11.4,6
316,8.0,red,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5
317,7.5,red,0.49,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,6
318,6.2,white,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,5
319,6.2,white,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6
320,6.3,white,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6
321,6.5,white,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6
322,7.4,white,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,5
323,6.0,white,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4,10.9,4
324,6.4,white,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5
325,7.8,red,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,3.38,0.59,9.8,6
326,7.2,white,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,6
327,7.3,white,0.2,0.37,1.2,0.037,48.0,119.0,0.992,3.32,0.49,10.9,6
328,6.0,white,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5
329,6.3,white,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,6
330,7.9,white,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,5
331,8.2,white,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6
332,7.1,white,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
333,7.6,white,0.37,0.34,3.2,0.028,42.0,162.0,0.9903,3.01,0.33,12.4,6
334,8.7,white,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,4
335,6.6,white,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6
336,6.9,white,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,6
337,6.8,white,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,6
338,7.4,red,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5
339,8.5,white,0.32,0.36,14.9,0.041,47.0,190.0,0.9982,3.08,0.31,10.0,6
340,6.9,white,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,5
341,9.4,red,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5
342,9.2,red,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,5
343,6.9,white,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6
344,6.5,white,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6
345,10.4,red,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3
346,7.0,white,0.29,0.37,1.6,0.035,34.0,126.0,0.99058,3.26,0.47,12.3,6
347,6.6,white,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,6
348,6.8,white,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,5
349,7.1,white,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7
350,7.6,red,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5
351,7.4,white,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,3.16,0.47,9.8,7
352,6.3,white,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5
353,7.9,red,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6
354,6.7,white,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5
355,5.0,white,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6
356,5.0,red,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5
357,7.6,white,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5
358,5.5,white,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,3.34,0.38,12.8,7
359,6.7,white,0.22,0.22,1.2,0.038,5.0,124.0,0.99098,3.1,0.37,11.2,4
360,6.3,white,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6
361,8.2,white,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,6
362,6.9,white,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6
363,7.0,red,0.69,0.08,1.8,0.097,22.0,89.0,0.9959,3.34,0.54,9.2,6
364,6.3,white,0.22,0.22,5.6,0.039,31.0,128.0,0.99296,3.12,0.46,10.4,6
365,7.7,white,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6
366,6.8,red,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7
367,7.4,red,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5
368,6.1,white,0.15,0.4,1.2,0.03,19.0,84.0,0.98926,3.19,0.96,13.0,6
369,6.9,red,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6
370,7.9,white,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,5
371,7.0,white,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6
372,6.7,white,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,6
373,8.0,white,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,7
374,6.2,white,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7,6
375,6.9,white,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6
376,6.4,white,0.28,0.36,1.3,0.053,28.0,186.0,0.99211,3.31,0.45,10.8,5
377,5.8,white,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,6
378,7.2,white,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,5
379,6.5,white,0.28,0.38,7.8,0.031,54.0,216.0,0.99154,3.03,0.42,13.1,6
380,7.4,white,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6
381,7.4,white,0.18,0.27,1.3,0.048,26.0,105.0,0.994,3.52,0.66,10.6,6
382,6.6,white,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6
383,7.0,white,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,6
384,6.6,white,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6
385,7.2,white,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7
386,5.6,white,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,6
387,7.8,red,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5
388,7.2,white,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,5
389,6.3,white,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7
390,7.2,red,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5
391,6.9,white,0.33,0.62,7.5,0.038,46.0,132.0,0.99143,3.23,0.43,13.4,7
392,7.0,red,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6
393,6.8,red,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6
394,7.0,white,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,6
395,6.6,white,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,3.08,0.54,8.9,6
396,6.8,white,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6,12.6,8
397,6.5,white,0.44,0.49,7.7,0.045,16.0,169.0,0.9957,3.11,0.37,8.7,6
398,6.1,white,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51,11.6,6
399,6.8,white,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,7
400,6.7,red,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7
401,7.4,white,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5
402,5.9,white,0.445,0.26,1.4,0.027,23.0,109.0,0.99148,3.3,0.36,10.5,6
403,5.8,white,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.4,11.9,8
404,6.6,white,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7
405,10.2,red,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4
406,5.9,white,0.37,0.1,1.6,0.057,39.0,128.0,0.9924,3.24,0.48,10.1,5
407,6.5,white,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7
408,7.4,white,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37,10.4,6
409,7.7,white,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7
410,5.6,red,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6
411,8.0,white,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,5
412,9.5,white,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,6
413,7.3,white,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4
414,7.3,white,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,6
415,8.2,red,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5
416,7.9,white,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,7
417,7.8,white,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,8
418,7.2,white,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7
419,6.6,red,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7
420,7.2,white,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6
421,6.2,red,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5
422,9.9,red,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,7
423,6.4,white,0.27,0.29,10.8,0.028,17.0,118.0,0.99356,3.18,0.37,11.2,6
424,5.8,white,0.3,0.42,1.1,0.036,19.0,113.0,0.98871,3.1,0.46,12.6,7
425,6.7,white,0.38,0.26,9.55,0.036,35.0,91.0,0.9919,2.98,0.37,12.4,6
426,7.3,red,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5
427,8.3,red,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,5
428,6.1,white,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5,10.9,6
429,7.0,white,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,6
430,7.7,white,0.35,0.46,11.8,0.088,61.0,183.0,0.99786,2.86,0.47,9.0,5
431,5.3,white,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6
432,7.7,red,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,3.34,0.53,9.5,5
433,5.5,white,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,3.46,0.44,12.2,5
434,6.0,white,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6
435,7.2,white,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5
436,6.7,white,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7
437,6.5,white,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6
438,6.4,white,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6
439,9.6,red,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6
440,8.0,red,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6
441,6.5,white,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5
442,7.5,white,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5
443,6.9,white,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6
444,7.6,white,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6
445,8.5,red,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,5
446,7.8,red,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6
447,7.1,white,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5
448,8.8,white,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6
449,6.1,white,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,3.44,0.64,10.5,3
450,6.2,white,0.23,0.23,1.2,0.018,18.0,128.0,0.99178,3.05,0.28,10.6,5
451,7.9,white,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6
452,7.4,white,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5
453,7.0,white,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4
454,7.4,red,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5
455,6.2,white,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5
456,8.5,white,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6
457,5.7,white,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
458,7.5,white,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5
459,6.9,red,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,6
460,7.5,red,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5
461,8.0,red,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5
462,8.7,red,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5
463,6.4,white,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,6
464,6.8,white,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7
465,7.1,white,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7
466,6.3,white,0.32,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,7
467,7.5,red,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6
468,6.1,white,0.37,0.46,12.0,0.042,61.0,210.0,0.997,3.17,0.59,9.7,6
469,7.6,white,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
470,7.9,white,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,8
471,7.1,white,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6
472,7.8,white,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6
473,6.9,white,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,4
474,6.9,white,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4
475,6.8,white,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6
476,6.2,white,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6
477,7.0,white,0.28,0.36,1.0,0.035,8.0,70.0,0.9899,3.09,0.46,12.1,6
478,7.1,red,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6
479,6.8,white,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5
480,7.2,white,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,7
481,9.5,red,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6
482,6.3,white,0.695,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,5
483,9.6,red,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5
484,6.4,white,0.3,0.33,5.2,0.05,30.0,137.0,0.99304,3.26,0.58,11.1,5
485,7.7,red,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5
486,10.1,red,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7
487,7.9,white,0.18,0.36,5.9,0.058,31.0,132.0,0.995,3.25,0.52,10.9,6
488,10.6,red,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6
489,7.4,white,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,3.28,0.44,10.7,5
490,7.3,white,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5
491,6.2,white,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
492,7.6,white,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7
493,6.3,white,0.27,0.46,11.1,0.053,44.0,177.0,0.99691,3.18,0.67,9.4,5
494,6.5,white,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6
495,7.4,white,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5
496,8.9,red,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5
497,5.8,white,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6
498,6.0,white,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7
499,9.8,red,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7
500,7.3,white,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6
501,8.9,red,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
502,8.7,white,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7
503,7.7,white,0.16,0.36,5.9,0.054,25.0,148.0,0.99578,3.25,0.54,10.2,6
504,8.8,white,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,4
505,5.6,white,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6
506,7.7,white,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,5
507,7.6,red,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5
508,6.7,white,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5
509,7.5,white,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,6
510,7.0,white,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
511,6.5,white,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6
512,11.7,red,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6
513,7.2,white,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6
514,6.1,white,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5
515,6.7,white,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5
516,7.7,red,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6
517,6.5,white,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,3.06,0.46,10.5,6
518,6.7,white,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6
519,6.4,white,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6
520,7.2,white,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,6
521,6.1,red,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5
522,7.6,red,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6
523,6.7,white,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5
524,6.4,white,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5
525,6.9,red,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6
526,11.8,white,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,3
527,6.7,white,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7
528,9.8,white,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,4
529,12.3,red,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5
530,8.2,white,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,3.09,0.39,11.4,5
531,6.1,white,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,8
532,6.4,white,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,5
533,6.0,white,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5
534,6.1,white,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6
535,6.5,white,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,3.26,0.6,11.5,7
536,6.8,white,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6
537,6.7,white,0.25,0.36,8.6,0.037,63.0,206.0,0.99553,3.18,0.5,9.6,5
538,6.6,red,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,6
539,7.3,white,0.18,0.31,17.3,0.055,32.0,197.0,1.0002,3.13,0.46,9.0,6
540,6.9,white,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2,6
541,6.6,white,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5
542,7.4,white,0.26,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72,10.0,5
543,6.6,white,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55,12.8,7
